"DOI","Title","Abstract","Journal","Authors","Keywords","Institute of Origin","Funding","Enrichment Status"
"10.1039/D3SC03849A","A tunable family of CAAC-ruthenium olefin metathesis catalysts modularly derived from a large-scale produced ibuprofen intermediate","N/A","N/A","Adrian Sytniczuk, Filip Struzik, Karol Grela, Anna Kajetanowicz","","","N/A","Success"
"10.1039/D3SC01718D","Biocatalytic reductive amination as a route to isotopically labelled amino acids suitable for analysis of large proteins by NMR","N/A","N/A","Jack S. Rowbotham, Jake H. Nicholson, Miguel A. Ramirez, Kouji Urata, Peter M.T. Todd, Gogulan Karunanithy, Lars Lauterbach, Holly A. Reeve, Andrew J. Baldwin, Kylie A. Vincent","","","N/A","Success"
"10.1039/D4SC05160B","Direct conversion of esters to imines/enamines and applications to polyester waste upcycling","N/A","N/A","Rebecca A. Kehner, Weiheng Huang, Liela Bayeh","","","N/A","Success"
"10.1039/D0SC03922E","Heparin reversal by an oligoethylene glycol functionalized guanidinocalixarene","N/A","N/A","Qiaoxian Huang, Hong Zhao, Mingju Shui, Dong‐Sheng Guo, Ruibing Wang","","","N/A","Success"
"10.1039/D3SC06388G","Enhancing the photocatalytic upcycling of polystyrene to benzoic acid: a combined computational-experimental approach for acridinium catalyst design","N/A","N/A","Albert Ong, Zi Cheng Wong, Kang Le Osmund Chin, Wei Wei Loh, Ming Hui Chua, Shi Jun Ang, Jason Y. C. Lim","","","N/A","Success"
"10.1039/D2SC06473A","Engineering intraporous solvent environments: effects of aqueous-organic solvent mixtures on competition between zeolite-catalyzed epoxidation and H2O2 decomposition pathways","N/A","N/A","David S. Potts, Chris Torres, Oh-Jun Kwon, David W. Flaherty","","","N/A","Success"
"10.1039/D3SC01754K","Ultrabright two-photon excitable red-emissive fluorogenic probes for fast and wash-free bioorthogonal labelling in live cells","N/A","N/A","Marie Auvray, M. Poulain, Gaëlle Fontaine, Frédéric Bolze, Gilles Clavier, Florence Mahuteau‐Betzer","","","N/A","Success"
"10.1039/D1SC02370E","Infrared crystallography for framework and linker orientation in metal–organic framework films","N/A","N/A","Bettina Baumgartner, Ken Ikigaki, Kenji Okada, Masahide Takahashi","","","N/A","Success"
"10.1039/D1SC05731F","A crystal-structural study of Pauling–Corey rippled sheets","N/A","N/A","Ariel J. Kuhn, Beatriz Ehlke, Timothy C. Johnstone, Scott R. J. Oliver, Jevgenij A. Raskatov","","","N/A","Success"
"10.1039/D1SC03083C","Radical hydroxymethylation of alkyl iodides using formaldehyde as a C1 synthon","N/A","N/A","Lewis Caiger, Conar Sinton, Timothée Constantin, James J. Douglas, Nadeem S. Sheikh, Fabio Juliá, Daniele Leonori","","","N/A","Success"
"10.1039/D0SC06414A","Low temperature methanation of CO2 over an amorphous cobalt-based catalyst","N/A","N/A","Jinghui Tu, Haihong Wu, Qingli Qian, Shitao Han, Mengen Chu, Shuaiqiang Jia, Ruting Feng, Jianxin Zhai, Mingyuan He, Buxing Han","","","N/A","Success"
"10.1039/D0SC06906J","Monolayer nanosheets formed by liquid exfoliation of charge-assisted hydrogen-bonded frameworks","N/A","N/A","Joshua Nicks, Stephanie A. Boer, Nicholas G. White, Jonathan A. Foster","","","N/A","Success"
"10.1039/D4SC04364B","Water–glycan interactions drive the SARS-CoV-2 spike dynamics: insights into glycan-gate control and camouflage mechanisms","We zoomed in on the SARS-CoV-2 interaction layers in open and closed states, revealing a protein–solvent–glycan polarization network supporting the open state. Besides, we showed that the glycan shield maintains viral camouflage in both states.","Chemical Science","Marharyta Blazhynska, Louis Lagardère, Chengwen Liu, Olivier Adjoua, Pengyu Ren, Jean-Philip Piquemal","","N/A","N/A","Already Complete"
"10.1039/D0SC05749E","A rapid and sensitive method for chiroptical sensing of α-amino acids via click-like labeling with o-phthalaldehyde and p-toluenethiol","N/A","N/A","Bo Li, Jie Zhang, Li Li, Gong Chen","","","N/A","Success"
"10.1039/D3SC02800C","Rhodium-catalyzed annulative approach to N–N axially chiral biaryls via C–H activation and dynamic kinetic transformation","N/A","N/A","Xiaohan Zhu, Hongli Wu, Yishou Wang, Genping Huang, Fen Wang, Xingwei Li","","","N/A","Success"
"10.1039/D3SC01354E","Exploiting reduced-symmetry ligands with pyridyl and imidazole donors to construct a second-generation stimuli-responsive heterobimetallic [PdPtL4]4+ cage","N/A","N/A","Aston C. Pearcy, Lynn S. Lisboa, Dan Preston, Natalie Page, Tristan Lawrence, L.J. Wright, Christian G. Hartinger, James D. Crowley","","","N/A","Success"
"10.1039/D2SC02198F","All-in-one disulfide bridging enables the generation of antibody conjugates with modular cargo loading","N/A","N/A","Friederike M. Dannheim, Stephen J. Walsh, Carolina T. Orozco, Anders Højgaard Hansen, Jonathan D. Bargh, Sophie Jackson, Nicholas J. Bond, Jeremy S. Parker, Jason S. Carroll, David R. Spring","","","N/A","Success"
"10.1039/D2SC03885D","Surface differences of oxide nanocrystals determined by geometry and exogenously coordinated water molecules","N/A","N/A","Junchao Chen, Xin‐Ping Wu, Michael A. Hope, Zhiye Lin, Бо Лю, Yuqing Wen, Qian Zhang, Tian Qin, Jia Wang, Tao Liu, Xifeng Xia, Di Wu, Xue‐Qing Gong, Junchao Chen, Weiping Ding, Xi Liu, Liwei Chen, Clare P. Grey, Luming Peng","","","N/A","Success"
"10.1039/D1SC00691F","Biocompatible metal–organic frameworks for the storage and therapeutic delivery of hydrogen sulfide","N/A","N/A","Faith E. Chen, Ruth M. Mandel, Joshua J. Woods, Jung‐Hoon Lee, Jaehwan Kim, Jesse H. Hsu, José J. Fuentes-Rivera, Justin J. Wilson, Phillip J. Milner","","","N/A","Success"
"10.1039/D0SC05269H","Construction of chiral α-tert-amine scaffolds via amine-catalyzed asymmetric Mannich reactions of alkyl-substituted ketimines","N/A","N/A","Chihiro Homma, Aika Takeshima, Taichi Kano, Keiji Maruoka","","","N/A","Success"
"10.1039/D3SC02382F","δ-VOPO4 as a high-voltage cathode material for aqueous zinc-ion batteries","N/A","N/A","Dong Zhao, Xiangjun Pu, Shenglong Tang, Mingyue Ding, Yubin Zeng, Yuliang Cao, Zhongxue Chen","","","N/A","Success"
"10.1039/D0SC02060E","Differentiating Aβ40 and Aβ42 in amyloid plaques with a small molecule fluorescence probe","N/A","N/A","Jing Yang, Biyue Zhu, Wei Yin, Zhihao Han, Chao Zheng, Peng Wang, Chongzhao Ran","","","N/A","Success"
"10.1039/D4SC04348K","Harnessing a bis-electrophilic boronic acid lynchpin for azaborolo thiazolidine (ABT) grafting in cyclic peptides","N/A","N/A","Basab Kanti Das, Arnab Chowdhury, Saurav Chatterjee, Nitesh Mani Tripathi, Biswamoy Pati, Sikha Dutta, Anupam Bandyopadhyay","","","N/A","Success"
"10.1039/D4SC01814A","Helically Twisted Nanoribbons via Stereospecific Annulative π-Extension Reaction Employing [7]Helicene as a Molecular Wrench","N/A","N/A","Asim Kumar Swain, Krzysztof Radacki, Holger Braunschweig, Prince Ravat","","","N/A","Success"
"10.1039/D2SC07037E","Substituent effects on paratropicity and diatropicity in π-extended hexapyrrolohexaazacoronene","N/A","N/A","Masayoshi Takase, Toranosuke Takata, Kosuke Oki, Shigeki Mori, Hidemitsu Uno","","","N/A","Success"
"10.1039/D3SC04064J","Identification of non-conventional small molecule degraders and stabilizers of squalene synthase","N/A","N/A","Joseph Hoock, Cecilia Rossetti, Mesut Bilgin, Laura Depta, Kasper Enemark‐Rasmussen, John C. Christianson, Luca Laraia","","","N/A","Success"
"10.1039/D4SC01451K","From cubane-assembled Mn-oxo clusters to monodispersed manganese oxide colloidal nanocrystals","N/A","N/A","Yan He, Yang Liu, Huijuan Zheng, Zhen Xiang, Zheng Zhou, F. Geng, Longlong Geng, Evgeny V. Dikarev, Haixiang Han","","","N/A","Success"
"10.1039/D1SC00938A","Stealth nanorods via the aqueous living crystallisation-driven self-assembly of poly(2-oxazoline)s","N/A","N/A","John R. Finnegan, Emily H. Pilkington, Karen Alt, Md. Arifur Rahim, Stephen J. Kent, Thomas P. Davis, Kristian Kempe","","","N/A","Success"
"10.1039/D0SC00554A","Evolutionary chemical space exploration for functional materials: computational organic semiconductor discovery","N/A","N/A","Chi Cheng, Josh E. Campbell, Graeme M. Day","","","N/A","Success"
"10.1039/D2SC01108E","Parallel imaging of coagulation pathway proteases activated protein C, thrombin, and factor Xa in human plasma","N/A","N/A","Sylwia Modrzycka, Sonia Kołt, Stéphanie G. I. Polderdijk, Ty E. Adams, S Potoczek, James A. Huntington, Paulina Kasperkiewicz, Marcin Drąg","","","N/A","Success"
"10.1039/D1SC01939B","Osmium(ii) tethered half-sandwich complexes: pH-dependent aqueous speciation and transfer hydrogenation in cells","N/A","N/A","Sonia Infante-Tadeo, Vanessa Rodríguez‐Fanjul, Abraha Habtemariam, Ana M. Pizarro","","","N/A","Success"
"10.1039/D2SC06276C","Coordinating zincophilic sites and a solvation shell for a dendrite-free Zn anode under the synergistic effects of polyacrylonitrile and dimethyl sulfoxide","N/A","N/A","Zhenjie Liu, Jiale Ma, Xiangjian Liu, Haiyang Wu, Dianlun Wu, Bin Chen, Peng Huang, Yang Huang, Lei Wang, Zhenyu Li, Shulei Chou","","","N/A","Success"
"10.1039/D1SC04112F","Cracking the immune fingerprint of metal–organic frameworks","N/A","N/A","Tania Hidalgo, Rosana Simón‐Vázquez, África González‐Fernández, Patricia Horcajada","","","N/A","Success"
"10.1039/D2SC04531A","Dual reactivity disulfide bridging reagents; enabling new approaches to antibody fragment bioconjugation","N/A","N/A","Alina Chrzastek, Ioanna A. Thanasi, James A. Irving, Vijay Chudasama, James R. Baker","","","N/A","Success"
"10.1039/D3SC03488G","Reversible C–H bond silylation with a neutral silicon Lewis acid","N/A","N/A","Thaddäus Thorwart, Lutz Greb","","","N/A","Success"
"10.1039/D3SC04770A","Improving the potential of paraCEST through magnetic-coupling induced line sharpening","N/A","N/A","Xin Guo, Lei Zhang, Jie-Sheng Hu, Balázs Szilágyi, Meng Yu, Shizhen Chen, Gyula Tircsó, Xin Zhou, Jun Tao","","","N/A","Success"
"10.1039/D1SC06074K","How many more polymorphs of ROY remain undiscovered","N/A","N/A","Gregory J. O. Beran, Isaac Sugden, Chandler Greenwell, David Bowskill, Constantinos C. Pantelides, Claire S. Adjiman","","","N/A","Success"
"10.1039/D3SC04262F","Structural distortion by alkali metal cations modulates the redox and electronic properties of Ce3+ imidophosphorane complexes","N/A","N/A","Andrew C. Boggiano, Chad M. Studvick, Alexander Steiner, John Bacsa, Ivan A. Popov, Henry S. La Pierre","","","N/A","Success"
"10.1039/D3SC00193H","Bent-to-planar Si-rhodamines: a distinct rehybridization lights up NIR-II fluorescence for tracking nitric oxide in the Alzheimer's disease brain","N/A","N/A","Qingshuang Xu, Yutao Zhang, Mingming Zhu, Chenxu Yan, Wenle Mao, Weihong Zhu, Zhiqian Guo","","","N/A","Success"
"10.1039/D1SC01739J","Phase separation of p53 precedes aggregation and is affected by oncogenic mutations and ligands","N/A","N/A","Elaine da C. Petronilho, Murilo M. Pedrote, Mayra A. Marques, Yulli M. Passos, Michelle F. Mota, Benjamin Jakobus, Gileno dos S. de Sousa, Filipe Pereira da Costa, Adriani L. Felix, Giulia D. S. Ferretti, Fernando P. Almeida, Yraima Cordeiro, Tuane C. R. G. Vieira, Guilherme A. P. de Oliveira, Jerson L. Silva","","","N/A","Success"
"10.1039/D3SC01732J","Tracking the mechanism of covalent molecular glue stabilization using native mass spectrometry","N/A","N/A","Carlo J. A. Verhoef, D.L. Kay, L.v. Dijck, Richard G. Doveston, Luc Brunsveld, Aneika C. Leney, Peter J. Cossar","","","N/A","Success"
"10.1039/D1SC06268A","In-solution direct oxidative coupling for the integration of sulfur/selenium into DNA-encoded chemical libraries","N/A","N/A","Shilian Yang, Guixian Zhao, Yuting Gao, Sun Yang, Gong Zhang, Xiaohong Fan, Yangfeng Li, Yizhou Li","","","N/A","Success"
"10.1039/D2SC05378K","Synthesis and characterization of bi(metallacycloprop-1-ene) complexes","N/A","N/A","Wei Bai, Long Yiu Tsang, Yilun Wang, Yang Li, Herman H. Y. Sung, Ian D. Williams, Guochen Jia","","","N/A","Success"
"10.1039/D3SC04549H","Expanding the chemical space of enol silyl ethers: catalytic dicarbofunctionalization enabled by iron catalysis","N/A","N/A","Dinabandhu Sar, Shuai Yin, Jacob Grygus, Ángel Rentería‐Gómez, Mélanie Garcia, Osvaldo Gutiérrez","","","N/A","Success"
"10.1039/D3SC04886A","Access to pyrrolines and fused diaziridines by selective radical addition to homoallylic diazirines","N/A","N/A","Zhi‐Gang Ma, Xinxin Wu, Haotian Li, Zhu Cao, Chen Zhu","","","N/A","Success"
"10.1039/D0SC05860B","Leveraging autocatalytic reactions for chemical domain image classification","N/A","N/A","Christopher E. Arcadia, Amanda Dombroski, Kady Oakley, Shui Ling Chen, Hokchhay Tann, Christopher Rose, Eunsuk Kim, Sherief Reda, Brenda M. Rubenstein, Jacob K. Rosenstein","","","N/A","Success"
"10.1039/D4SC01004C","Enantioconvergent Synthesis of Chiral Fluorenols from Racemic Secondary Alcohols via Pd(II)/Chiral Norbornene Cooperative Catalysis","N/A","N/A","Hong‐Gang Cheng, Qilin Xue, Han Wei, Jiangwei Chen, Ze‐Shui Liu, Hong‐Gang Cheng, Hengjiang Cong, Jianting Tang, Qianghui Zhou","","","N/A","Success"
"10.1039/D2SC02531K","The rippled β-sheet layer configuration—a novel supramolecular architecture based on predictions by Pauling and Corey","N/A","N/A","Amaruka Hazari, M.R. Sawaya, Niko Vlahakis, Timothy C. Johnstone, David R. Boyer, José A. Rodríguez, David Eisenberg, Jevgenij A. Raskatov","","","N/A","Success"
"10.1039/D4SC02136C","Approach of a small protein to the biomimetic bis-(µ-oxo) dicopper active-site installed in MOF-808 pores with restricted access perturbs substrate selectivity of oxidase nanozyme","N/A","N/A","Rasmi V. Morajkar, Adarsh P. Fatrekar, Amit A. Vernekar","","","N/A","Success"
"10.1039/D2SC03903F","Discovery of a monomeric green fluorescent protein sensor for chloride by structure-guided bioinformatics","N/A","N/A","Weicheng Peng, Caden Maydew, Hiu C. Kam, Jacob K. Lynd, Jasmine N. Tutol, Shelby M. Phelps, Sameera Abeyrathna, Gabriele Meloni, Sheel C. Dodani","","","N/A","Success"
"10.1039/D3SC01040F","Confinement of an alkaline environment for electrocatalytic CO2 reduction in acidic electrolytes","N/A","N/A","Xiaozhi Li, Peng Zhang, Lili Zhang, Gong Zhang, Hui Gao, Zifan Pang, Yu Jia, Chunlei Pei, Tuo Wang, Jinlong Gong","","","N/A","Success"
"10.1039/D4SC00883A","Ultrafast photogeneration of a metal-organic nitrene from 1,1’-diazidoferrocene","N/A","N/A","Frederik Scherz, M. Bauer, Luis I. Domenianni, Carolin Hoyer, J. H. K. Schmidt, Biprajit Sarkar, Peter Vöhringer, Vera Krewald","","","N/A","Success"
"10.1039/D0SC02785E","A single-ion conducting covalent organic framework for aqueous rechargeable Zn-ion batteries","N/A","N/A","Sodam Park, Imanuel Kristanto, Gwan Yeong Jung, Dae Up Ahn, Ki-Hun Jeong, Sang Kyu Kwak, Sang‐Young Lee","","","N/A","Success"
"10.1039/D3SC06753J","Catalytic reduction of oxygen to water by non-heme iron complexes: exploring the effect of the secondary coordination sphere proton exchanging site","N/A","N/A","Aakash Santra, Avijit Das, Simarjeet Kaur, Priya Jain, Pravin P. Ingole, Sayantan Paria","","","N/A","Success"
"10.1039/D2SC03409C","Nickel-catalyzed enantioselective α-heteroarylation of ketones via C–F bond activation to construct all-carbon quaternary stereocenters","N/A","N/A","Xiaodong Gu, Kexin Liu, Limin Yang, Chengyi Xie, Mingliang Li, Jun Wang","","","N/A","Success"
"10.1039/D0SC00646G","Metal–metal cooperative bond activation by heterobimetallic alkyl, aryl, and acetylide PtII/CuIcomplexes","N/A","N/A","Shubham Deolka, Orestes Rivada‐Wheelaghan, Sandra L. Aristizábal, Robert R. Fayzullin, Shrinwantu Pal, Kyoko Nozaki, Eugene Khaskin, Julia R. Khusnutdinova","","","N/A","Success"
"10.1039/D3SC02430J","Significance of the connecting position between Zn(ii) porphyrin and Re(i) bipyridine tricarbonyl complex units in dyads for room-temperature phosphorescence and photocatalytic CO2reduction: unexpected enhancement by triethanolamine in catalytic activity","N/A","N/A","Yusuke Kuramochi, Yuto Suzuki, S Asai, Tomohiro Suzuki, Hiroki Iwama, Motoko S. Asano, Akiharu Satake","","","N/A","Success"
"10.1039/D2SC01861F","Expanding the hydride chemistry: antiperovskites A3MO4H (A = Rb, Cs; M = Mo, W) introducing the transition oxometalate hydrides","N/A","N/A","Alexander Mutschke, Annika Schulz, Marko Bertmer, C. Ritter, Antti J. Karttunen, Gregor Kieslich, Nathalie Kunkel","","","N/A","Success"
"10.1039/D4SC04023F","Designer pseudopeptides: autofluorescent polygonal tubes via Phe-zipper and triple helix","Phenylene urea, used as an aglet at the N-terminus, facilitates self-assembly. Simple dipeptides with phenylene urea assembled to form autofluorescent polygonal peptide tubes, while bis-urea pseudopeptides formed autofluorescent spherical vesicles.","Chemical Science","V. Haridas, Govind P. Maurya, Souvik Dutta","","N/A","N/A","Already Complete"
"10.1039/D4SC05016A","Unravelling Denaturation, Temperature and Cosolvent-Driven Chiroptical Switching in Peptide Self-Assembly with Switchable Piezoelectric Responses","N/A","N/A","A. R. Ramesh, Tarak Nath Das, Tapas Kumar Maji, Goutam Ghosh","","","N/A","Success"
"10.1039/D3SC01427D","Horizontal proton transfer across the antiporter-like subunits in mitochondrial respiratory complex I","N/A","N/A","Oleksii Zdorevskyi, Amina Djurabekova, Jonathan Lasham, Vivek Sharma","","","N/A","Success"
"10.1039/D3SC00975K","Conformationally supramolecular chirality prevails over configurational point chirality in side-chain liquid crystalline polymers","N/A","N/A","Xiaoxiao Cheng, Yijing Gan, Gong Zhang, Qingping Song, Zhengbiao Zhang, Wei Zhang","","","N/A","Success"
"10.1039/D2SC01611G","Polymerization-induced self-assembly and disassembly during the synthesis of thermoresponsive ABC triblock copolymer nano-objects in aqueous solution","N/A","N/A","Spyridon Varlas, Thomas J. Neal, Steven P. Armes","","","N/A","Success"
